ID,State,City,Locality,Property_Type,BHK,Size_in_SqFt,Price_in_Lakhs,Price_per_SqFt,Year_Built,Furnished_Status,Floor_No,Total_Floors,Age_of_Property,Nearby_Schools,Nearby_Hospitals,Public_Transport_Accessibility,Parking_Space,Security,Amenities,Facing,Owner_Type,Availability_Status
13384,Maharashtra,Mumbai,Mumbai Central,Apartment,4,2368,860.51,36339.18,2018,Unfurnished,18,23,6,1,3,High,None,Medium,"Lift,CCTV,Garden,Gym,Club House",South-West,Builder,Ready to Move
13385,Maharashtra,Mumbai,Mumbai Prime,Villa,2,1131,460.5,40716.36,2002,Unfurnished,2,8,22,0,0,Low,Double,Medium,,North,Agent,Ready to Move
13386,Maharashtra,Mumbai,Mumbai Central,Apartment,2,865,352.07,40701.74,1997,Fully Furnished,16,17,27,3,1,Medium,Single,High,"Visitor Parking,Gym,Swimming Pool,Intercom,Power Backup,CCTV",East,Owner,Under Construction
13387,Gujarat,Ahmedabad,Ahmedabad Outskirts,Apartment,2,1313,91.04,6933.44,2009,Unfurnished,27,30,15,4,4,Medium,None,Low,"Power Backup,Play Area,Intercom,Visitor Parking,Club House,Garden,CCTV",South-West,Builder,Resale
13388,Karnataka,Bangalore,Bangalore Central,Apartment,4,1695,359.82,21228.41,2007,Unfurnished,4,9,17,0,0,Medium,Single,Medium,"Club House,Lift,CCTV,Power Backup,Swimming Pool,Play Area",South-West,Builder,Ready to Move
13389,Uttar Pradesh,Ghaziabad,Ghaziabad Prime,Apartment,5,2050,254.64,12421.42,2007,Fully Furnished,2,11,17,7,5,Medium,None,Medium,"Visitor Parking,Club House,Swimming Pool",South,Builder,Under Construction
13390,Karnataka,Bangalore,Bangalore Suburban,Apartment,2,911,178.18,19558.39,1993,Unfurnished,28,37,31,2,4,High,Single,Low,Gym,North-East,Builder,Ready to Move
13391,Delhi,Delhi,Delhi Prime,Apartment,3,1340,401.71,29978.31,2003,Semi-Furnished,12,15,21,7,3,Medium,Single,Low,Garden,South,Agent,Resale
13392,Uttar Pradesh,Ghaziabad,Ghaziabad Outskirts,Independent House,4,1550,97.47,6288.46,1993,Semi-Furnished,20,22,31,0,4,Medium,Single,Medium,"Gym,Garden,Visitor Parking,Swimming Pool",North-West,Owner,Ready to Move
13393,Gujarat,Surat,Surat Suburban,Apartment,3,1559,144.75,9284.8,1998,Fully Furnished,21,26,26,1,1,Medium,Single,High,"Gym,Play Area,CCTV,Visitor Parking",North-East,Owner,Resale
13394,Uttar Pradesh,Ghaziabad,Ghaziabad Suburban,Independent House,1,600,61.6,10266.26,2021,Semi-Furnished,4,10,3,6,1,Low,Double,Medium,"CCTV,Power Backup,Lift,Intercom,Club House,Visitor Parking,Swimming Pool",West,Builder,Ready to Move
13395,Maharashtra,Pune,Pune Outskirts,Apartment,2,1186,185.22,15616.81,2007,Unfurnished,19,24,17,5,2,High,Single,Medium,"Intercom,Visitor Parking,Play Area,Swimming Pool,Power Backup",West,Builder,Under Construction
13396,Maharashtra,Mumbai,Mumbai Suburban,Independent House,4,1446,517.8,35808.94,1995,Unfurnished,25,33,29,7,5,High,Single,Low,"Lift,Swimming Pool,Intercom",North-East,Owner,Ready to Move
13397,Telangana,Hyderabad,Hyderabad Central,Apartment,2,943,166.47,17653.22,2010,Semi-Furnished,24,26,14,1,5,Low,Single,Low,"Garden,Swimming Pool,Play Area,Gym,Lift",West,Builder,Ready to Move
13398,Karnataka,Bangalore,Bangalore Suburban,Apartment,2,738,192.65,26104.36,2022,Semi-Furnished,22,25,2,5,0,High,Single,High,"Lift,Play Area,CCTV",East,Owner,Ready to Move
13399,Maharashtra,Pune,Pune Suburban,Independent House,4,1270,231.5,18228.18,2002,Unfurnished,7,11,22,5,0,Medium,Double,Medium,"Play Area,Lift,Intercom",North-West,Builder,Under Construction
13400,Maharashtra,Mumbai,Mumbai Suburban,Independent House,2,767,214.15,27920.68,1994,Unfurnished,9,15,30,6,1,High,None,Medium,Lift,West,Agent,Under Construction
13401,Telangana,Hyderabad,Hyderabad Prime,Apartment,2,1208,272.94,22594.76,2020,Semi-Furnished,25,27,4,2,5,High,Single,High,,North-West,Owner,Under Construction
13402,Maharashtra,Mumbai,Mumbai Outskirts,Apartment,2,1024,262.59,25643.5,2003,Semi-Furnished,9,11,21,6,3,High,Single,High,Garden,North-West,Agent,Ready to Move
13403,Gujarat,Ahmedabad,Ahmedabad Rural,Studio,3,1728,107.64,6228.95,2023,Unfurnished,18,27,1,3,3,Medium,None,High,"Gym,Swimming Pool,Power Backup",North-East,Builder,Ready to Move
13404,West Bengal,Kolkata,Kolkata Prime,Apartment,2,1548,207.17,13382.92,1993,Semi-Furnished,28,29,31,6,2,High,None,Low,"Lift,Club House,Play Area,CCTV,Power Backup,Intercom,Garden",North-East,Builder,Resale
13405,West Bengal,Kolkata,Kolkata Suburban,Apartment,2,1208,115.21,9536.92,1993,Semi-Furnished,6,7,31,2,0,Low,Double,Medium,"Club House,Lift,Power Backup,Gym,CCTV",West,Builder,Resale
13406,West Bengal,Kolkata,Kolkata Central,Apartment,4,2120,241.69,11400.42,2015,Unfurnished,27,30,9,2,0,Low,Single,Medium,"Swimming Pool,Gym,Visitor Parking,CCTV,Garden,Intercom",South-West,Agent,Under Construction
13407,Delhi,Delhi,Delhi Rural,Studio,2,1138,151.98,13355.4,2023,Unfurnished,24,27,1,0,5,Low,Double,Medium,"CCTV,Swimming Pool,Visitor Parking",West,Builder,Ready to Move
13408,Telangana,Hyderabad,Hyderabad Outskirts,Apartment,3,2055,227.66,11078.36,1997,Unfurnished,24,33,27,4,2,Low,Single,Low,"Lift,Visitor Parking,Intercom,Swimming Pool",South-West,Builder,Ready to Move
13409,Telangana,Hyderabad,Hyderabad Outskirts,Studio,3,1817,210.7,11595.88,2013,Unfurnished,14,20,11,4,3,Medium,Single,Low,,West,Agent,Under Construction
13410,Uttar Pradesh,Lucknow,Lucknow Outskirts,Independent House,1,684,53.03,7752.29,2012,Semi-Furnished,16,25,12,0,1,Medium,None,Medium,"Gym,Power Backup,Club House,Intercom,Play Area,Lift,Visitor Parking",East,Builder,Resale
13411,Madhya Pradesh,Indore,Indore Suburban,Apartment,4,1752,106.39,6072.43,1997,Fully Furnished,27,36,27,4,0,High,None,Low,"Power Backup,Swimming Pool,CCTV,Intercom,Lift,Gym",South-East,Builder,Under Construction
13412,West Bengal,Kolkata,Kolkata Suburban,Apartment,2,966,129.9,13447.69,2016,Fully Furnished,7,12,8,7,4,High,Double,Medium,,West,Builder,Resale
13413,Gujarat,Surat,Surat Outskirts,Independent House,2,963,68.42,7104.73,2010,Unfurnished,14,19,14,7,2,Low,Single,Medium,"Garden,Visitor Parking,Gym,Play Area,Swimming Pool,CCTV",South-West,Owner,Ready to Move
13414,Karnataka,Bangalore,Bangalore Suburban,Apartment,3,1782,421.48,23652.34,2019,Semi-Furnished,13,21,5,0,2,Medium,None,High,Swimming Pool,East,Builder,Under Construction
13415,Uttar Pradesh,Noida,Noida Outskirts,Independent House,3,1606,198.08,12333.86,1993,Fully Furnished,3,11,31,3,4,Medium,Single,Medium,"Intercom,Swimming Pool",West,Owner,Ready to Move
13416,Rajasthan,Jaipur,Jaipur Suburban,Apartment,2,1183,124.88,10556.57,2016,Unfurnished,11,17,8,1,0,Medium,Single,High,"Garden,Visitor Parking,Club House,Gym,Power Backup",North-East,Agent,Under Construction
13417,Tamil Nadu,Chennai,Chennai Outskirts,Apartment,1,680,83.57,12289.17,2005,Semi-Furnished,14,18,19,6,5,Medium,Single,High,Swimming Pool,North-East,Agent,Under Construction
13418,Delhi,Delhi,Delhi Central,Studio,2,847,238.14,28116.15,2010,Semi-Furnished,1,9,14,3,4,Medium,Single,Medium,"Visitor Parking,Power Backup,Intercom",South-West,Owner,Ready to Move
13419,Maharashtra,Mumbai,Mumbai Prime,Villa,3,1864,1054.47,56570.31,2009,Fully Furnished,14,20,15,0,2,High,Single,Low,"Garden,Gym,Power Backup,Visitor Parking,Club House,CCTV,Lift",South,Builder,Under Construction
13420,Tamil Nadu,Chennai,Chennai Central,Apartment,3,1269,223.56,17616.83,2015,Semi-Furnished,21,22,9,5,3,High,None,Medium,Gym,South,Builder,Ready to Move
13421,Gujarat,Surat,Surat Outskirts,Apartment,2,1226,86.32,7040.75,1999,Semi-Furnished,7,8,25,5,2,Medium,Single,Medium,"Gym,CCTV,Garden,Swimming Pool,Lift,Visitor Parking",East,Owner,Ready to Move
13422,Uttar Pradesh,Lucknow,Lucknow Outskirts,Apartment,2,1205,69.29,5750.5,2005,Semi-Furnished,17,19,19,4,0,Medium,Single,Medium,,South-East,Agent,Ready to Move
13423,Karnataka,Bangalore,Bangalore Suburban,Independent House,1,726,151.93,20927.18,2014,Semi-Furnished,29,36,10,0,3,Low,None,Medium,"Club House,Garden,Intercom,Visitor Parking",North,Owner,Ready to Move
13424,Maharashtra,Pune,Pune Rural,Apartment,3,1339,111.37,8317.67,2000,Unfurnished,28,37,24,1,4,Low,Single,Medium,,North-West,Builder,Ready to Move
13425,Uttar Pradesh,Lucknow,Lucknow Suburban,Independent House,2,938,80.13,8542.31,2005,Unfurnished,22,29,19,2,2,High,Single,Medium,"Swimming Pool,Lift",South-West,Agent,Ready to Move
13426,Telangana,Hyderabad,Hyderabad Rural,Independent House,4,2065,232.25,11246.95,1998,Fully Furnished,9,10,26,2,4,High,Single,High,"Club House,Intercom",South-East,Builder,Ready to Move
13427,Uttar Pradesh,Noida,Noida Suburban,Apartment,2,944,137.38,14553.44,1994,Fully Furnished,28,32,30,6,5,Medium,Single,Low,"Gym,Swimming Pool,Visitor Parking,Play Area,Lift",South-East,Builder,Ready to Move
13428,West Bengal,Kolkata,Kolkata Suburban,Apartment,2,1003,114.88,11453.15,2019,Unfurnished,15,24,5,6,1,Medium,Double,Medium,"Lift,Power Backup,Gym",South-East,Owner,Ready to Move
13429,Gujarat,Ahmedabad,Ahmedabad Suburban,Apartment,3,1724,188.07,10908.85,2021,Semi-Furnished,8,9,3,4,5,High,Single,Medium,"Lift,Garden,Club House,Intercom,CCTV",South-East,Owner,Under Construction
13430,Karnataka,Bangalore,Bangalore Central,Apartment,3,1313,336.07,25595.52,2013,Unfurnished,14,16,11,2,0,Medium,Single,High,"Play Area,CCTV,Power Backup",North,Owner,Resale
13431,Delhi,Delhi,Delhi Outskirts,Apartment,5,2169,429.95,19822.4,2014,Fully Furnished,5,9,10,5,3,Low,None,Medium,"Visitor Parking,CCTV,Club House,Power Backup",North-East,Owner,Ready to Move
13432,Tamil Nadu,Chennai,Chennai Suburban,Villa,4,2205,371.18,16833.45,2005,Fully Furnished,4,12,19,5,2,Medium,Double,Low,"Power Backup,Garden",South-West,Owner,Resale
13433,Maharashtra,Nagpur,Nagpur Suburban,Apartment,2,1471,86.9,5907.69,1994,Fully Furnished,28,35,30,4,1,Low,None,Medium,"Club House,Swimming Pool,Lift,Play Area,Garden,Visitor Parking",South-East,Owner,Ready to Move
13434,Telangana,Hyderabad,Hyderabad Suburban,Independent House,2,938,180.9,19285.3,1994,Unfurnished,13,22,30,4,1,High,Single,Medium,"Intercom,Garden",North-East,Builder,Ready to Move
13435,Gujarat,Ahmedabad,Ahmedabad Central,Villa,3,1567,262.12,16727.65,2005,Fully Furnished,4,10,19,7,2,Medium,None,High,"Swimming Pool,CCTV,Club House,Power Backup",South-West,Owner,Ready to Move
13436,West Bengal,Kolkata,Kolkata Central,Apartment,2,1127,132.55,11761.28,1997,Unfurnished,14,21,27,1,2,Medium,None,Medium,"Visitor Parking,Lift,Play Area,Power Backup",South-West,Builder,Resale
13437,Delhi,Delhi,Delhi Central,Villa,1,596,239.71,40220.08,2015,Unfurnished,22,25,9,3,5,High,Double,Medium,"Play Area,Club House,Power Backup,Garden,Swimming Pool,Intercom,Gym",South-West,Owner,Ready to Move
13438,Gujarat,Surat,Surat Suburban,Studio,2,1077,92.91,8626.7,2019,Fully Furnished,17,26,5,3,0,Medium,Single,Low,"Swimming Pool,Intercom,Lift,Garden,Play Area,Club House",South,Builder,Under Construction
13439,Delhi,Delhi,Delhi Prime,Apartment,3,1777,656.63,36951.85,2023,Semi-Furnished,12,21,1,1,1,High,None,Low,"Intercom,Garden",East,Builder,Under Construction
13440,Delhi,Delhi,Delhi Rural,Apartment,3,1176,153.36,13040.74,2010,Semi-Furnished,20,29,14,0,5,Low,Double,Medium,"Play Area,Garden",North-East,Agent,Resale
13441,Gujarat,Ahmedabad,Ahmedabad Central,Independent House,2,1118,151.76,13574.43,2003,Semi-Furnished,26,28,21,1,4,Medium,Single,Medium,"Visitor Parking,Club House,CCTV,Garden,Lift",North-West,Builder,Under Construction
13442,Madhya Pradesh,Indore,Indore Suburban,Apartment,2,1179,95.98,8141.09,2003,Unfurnished,18,27,21,6,1,Medium,Double,High,"CCTV,Visitor Parking,Club House,Garden",North-West,Owner,Ready to Move
13443,Gujarat,Surat,Surat Prime,Studio,3,1616,175.39,10853.06,2018,Unfurnished,20,26,6,5,5,High,None,High,"Gym,Garden,Play Area",South-West,Builder,Ready to Move
13444,Delhi,Delhi,Delhi Outskirts,Apartment,2,1047,191.93,18331.35,2014,Semi-Furnished,24,30,10,6,1,Low,Single,High,"Club House,Power Backup,Visitor Parking,Swimming Pool,Lift",South-East,Builder,Under Construction
13445,Delhi,Delhi,Delhi Prime,Apartment,4,1744,563.05,32284.91,2015,Fully Furnished,11,18,9,3,4,Low,None,High,"Lift,Swimming Pool",South,Builder,Ready to Move
13446,Maharashtra,Pune,Pune Outskirts,Apartment,1,589,81.57,13848.59,2003,Fully Furnished,29,30,21,7,0,Medium,Single,Low,"Play Area,Intercom,Garden,Power Backup",South-East,Builder,Under Construction
13447,Maharashtra,Mumbai,Mumbai Central,Independent House,2,885,301.69,34089.26,1993,Semi-Furnished,28,32,31,2,1,Medium,None,High,"Play Area,Lift",North-West,Builder,Ready to Move
13448,Madhya Pradesh,Indore,Indore Central,Apartment,2,1207,89.46,7411.58,2004,Unfurnished,22,31,20,3,3,Medium,Single,Low,"Play Area,Garden,Swimming Pool,Intercom,Visitor Parking,Lift",South,Builder,Ready to Move
13449,Tamil Nadu,Chennai,Chennai Outskirts,Villa,1,545,84.88,15575.04,2013,Semi-Furnished,2,5,11,5,3,Low,Single,Medium,"Power Backup,CCTV,Intercom",East,Owner,Ready to Move
13450,Uttar Pradesh,Noida,Noida Suburban,Apartment,2,1131,189.04,16714.63,2012,Semi-Furnished,23,32,12,6,3,High,Double,Medium,"Gym,Power Backup,Play Area,Intercom,Club House,CCTV",East,Owner,Under Construction
13451,Maharashtra,Nagpur,Nagpur Rural,Independent House,3,1698,86.95,5120.95,2019,Unfurnished,15,23,5,3,5,Low,Double,High,,East,Agent,Under Construction
13452,Delhi,Delhi,Delhi Suburban,Apartment,2,1170,295.27,25236.82,1998,Semi-Furnished,7,8,26,7,5,High,Single,High,"Swimming Pool,Gym,Power Backup,Intercom,Lift",South,Owner,Ready to Move
13453,Karnataka,Bangalore,Bangalore Suburban,Apartment,3,1542,384.42,24929.71,1995,Fully Furnished,1,8,29,5,4,Low,Double,High,"CCTV,Intercom,Lift,Garden,Power Backup",North-East,Owner,Resale
13454,Maharashtra,Nagpur,Nagpur Suburban,Apartment,1,693,46.36,6690.24,2004,Unfurnished,5,8,20,5,5,Low,Double,Medium,"Swimming Pool,Gym,Visitor Parking,Intercom,Lift",North-East,Owner,Ready to Move
13455,Karnataka,Bangalore,Bangalore Suburban,Penthouse,3,1478,402.42,27227.34,2000,Unfurnished,8,15,24,1,5,High,Single,Low,"Power Backup,Gym,Play Area",South-East,Owner,Ready to Move
13456,Delhi,Delhi,Delhi Suburban,Apartment,2,891,193.36,21701.44,1999,Unfurnished,8,10,25,2,1,Medium,None,Medium,Visitor Parking,East,Builder,Ready to Move
13457,Delhi,Delhi,Delhi Suburban,Apartment,2,1199,242.04,20187.22,2002,Fully Furnished,7,8,22,0,5,Low,Single,Low,,South-West,Agent,Ready to Move
13458,Tamil Nadu,Chennai,Chennai Prime,Studio,2,1077,193.46,17962.6,2016,Unfurnished,11,18,8,3,2,High,Double,Medium,Swimming Pool,North-East,Builder,Ready to Move
13459,Gujarat,Surat,Surat Suburban,Studio,2,1014,88.21,8699.19,2013,Semi-Furnished,13,16,11,7,0,Medium,Single,Low,"CCTV,Intercom,Play Area,Power Backup,Gym,Club House",North-West,Agent,Resale
13460,West Bengal,Kolkata,Kolkata Suburban,Apartment,1,591,67.2,11371.08,2023,Unfurnished,20,21,1,5,3,Medium,Single,Medium,"Intercom,Play Area,Club House,Power Backup,Lift,Gym,Visitor Parking",South,Agent,Under Construction
13461,West Bengal,Kolkata,Kolkata Outskirts,Independent House,1,588,55.64,9463.01,2006,Unfurnished,29,36,18,1,3,Medium,Single,High,"Play Area,Power Backup,Gym,CCTV",South-West,Builder,Ready to Move
13462,Delhi,Delhi,Delhi Rural,Apartment,3,1972,309.95,15717.61,2000,Semi-Furnished,14,20,24,2,0,High,None,High,"Power Backup,Garden,Intercom,Lift,CCTV,Gym",South,Owner,Ready to Move
13463,Uttar Pradesh,Lucknow,Lucknow Suburban,Independent House,1,618,58.14,9407.71,2002,Semi-Furnished,5,10,22,4,2,Medium,Double,Medium,"Power Backup,Club House,Garden,Visitor Parking",South-East,Owner,Resale
13464,Uttar Pradesh,Ghaziabad,Ghaziabad Outskirts,Studio,4,2342,171.44,7320.36,2018,Semi-Furnished,3,8,6,0,2,High,Single,Medium,"Lift,Gym",North-West,Builder,Ready to Move
13465,Gujarat,Surat,Surat Suburban,Apartment,4,2470,209.1,8465.42,2006,Semi-Furnished,12,15,18,2,3,Medium,None,High,"Gym,Intercom",South-East,Owner,Resale
13466,Uttar Pradesh,Lucknow,Lucknow Suburban,Independent House,4,2009,145.68,7251.56,2001,Unfurnished,25,26,23,5,1,Medium,Single,Medium,"Visitor Parking,Power Backup,Swimming Pool",South,Builder,Under Construction
13467,Gujarat,Ahmedabad,Ahmedabad Suburban,Apartment,5,2959,290.55,9819.06,2011,Semi-Furnished,10,11,13,1,0,Medium,None,Medium,"Power Backup,Play Area,Lift,Intercom,Visitor Parking,Club House",West,Owner,Resale
13468,Delhi,Delhi,Delhi Central,Apartment,2,1312,429.83,32761.26,2015,Semi-Furnished,14,17,9,2,3,Medium,Single,High,"Club House,Swimming Pool,Play Area,Power Backup,Garden,Visitor Parking,Gym",South-West,Builder,Resale
13469,Madhya Pradesh,Indore,Indore Suburban,Independent House,3,1374,90.96,6620.4,1991,Semi-Furnished,4,7,33,1,0,Low,Double,High,,West,Owner,Resale
13470,Maharashtra,Pune,Pune Suburban,Independent House,3,1623,287.08,17688.0,2019,Unfurnished,8,10,5,6,5,Medium,None,Low,Play Area,North,Owner,Ready to Move
13471,Delhi,Delhi,Delhi Outskirts,Apartment,2,1176,219.94,18702.33,2003,Semi-Furnished,23,27,21,4,4,Medium,None,Low,,West,Builder,Resale
13472,Telangana,Hyderabad,Hyderabad Central,Independent House,1,592,118.42,20003.61,2014,Semi-Furnished,10,19,10,6,4,Low,Single,Medium,"Lift,Play Area,Garden,Intercom,Club House,Gym,Swimming Pool",North-West,Owner,Ready to Move
13473,West Bengal,Kolkata,Kolkata Suburban,Apartment,2,1066,122.02,11446.12,2009,Semi-Furnished,5,13,15,4,1,High,Single,Medium,,South,Owner,Ready to Move
13474,Madhya Pradesh,Indore,Indore Outskirts,Apartment,2,944,65.15,6901.75,2020,Semi-Furnished,15,16,4,0,4,Medium,Single,High,"Garden,Power Backup",North,Builder,Ready to Move
13475,Maharashtra,Pune,Pune Suburban,Studio,2,1048,191.18,18241.9,2019,Fully Furnished,5,11,5,1,5,Medium,Single,High,"Gym,Intercom,Lift,Visitor Parking,Swimming Pool,Garden,CCTV",South,Owner,Under Construction
13476,Telangana,Hyderabad,Hyderabad Outskirts,Apartment,4,2190,280.77,12820.42,2017,Fully Furnished,15,17,7,4,4,Low,Single,Medium,"Visitor Parking,Club House,Gym",South,Agent,Under Construction
13477,Rajasthan,Jaipur,Jaipur Prime,Apartment,3,1722,211.96,12308.8,2006,Semi-Furnished,9,18,18,4,4,High,Single,High,"Gym,Visitor Parking,Play Area,Lift,Intercom,Garden",South,Builder,Under Construction
13478,Karnataka,Bangalore,Bangalore Outskirts,Independent House,2,1077,164.57,15280.66,2009,Unfurnished,13,22,15,7,0,Low,Single,Low,Garden,North-West,Builder,Ready to Move
13479,Maharashtra,Mumbai,Mumbai Outskirts,Villa,2,1105,334.59,30279.62,2009,Semi-Furnished,25,26,15,0,5,Low,None,Medium,"Lift,CCTV,Visitor Parking,Club House",South,Builder,Resale
13480,Maharashtra,Pune,Pune Suburban,Apartment,2,1158,214.37,18511.8,2016,Fully Furnished,26,34,8,1,3,Low,Double,Low,Visitor Parking,South,Owner,Under Construction
13481,Rajasthan,Jaipur,Jaipur Central,Independent House,3,1613,229.62,14235.33,2016,Semi-Furnished,0,8,8,6,4,High,Double,Medium,"Visitor Parking,Garden,Swimming Pool,Power Backup,CCTV",South-West,Owner,Resale
13482,Maharashtra,Mumbai,Mumbai Suburban,Penthouse,2,938,364.02,38807.58,1992,Unfurnished,24,33,32,1,1,Medium,None,Medium,"Power Backup,Play Area,Intercom,Swimming Pool",South-West,Owner,Ready to Move
13483,Tamil Nadu,Chennai,Chennai Central,Apartment,4,2062,399.61,19379.97,2020,Unfurnished,9,10,4,5,4,Low,Single,High,"Play Area,Club House,Intercom,Garden,CCTV,Swimming Pool",East,Owner,Ready to Move
13484,Maharashtra,Nagpur,Nagpur Outskirts,Villa,2,1041,65.87,6327.76,1995,Semi-Furnished,11,16,29,2,0,Low,Single,Medium,"Swimming Pool,Lift,Intercom,Play Area,CCTV",South,Builder,Ready to Move
13485,Tamil Nadu,Chennai,Chennai Central,Apartment,4,1880,296.81,15787.97,1990,Semi-Furnished,7,9,34,3,4,Medium,Single,Medium,"Power Backup,CCTV,Visitor Parking,Play Area,Intercom",North,Owner,Ready to Move
13486,Uttar Pradesh,Lucknow,Lucknow Central,Apartment,2,1164,120.1,10317.75,2008,Semi-Furnished,22,29,16,5,3,Medium,Single,High,"Gym,Visitor Parking,Intercom,Play Area,Club House,Garden",South,Builder,Ready to Move
13487,Maharashtra,Mumbai,Mumbai Rural,Apartment,2,1198,288.61,24091.29,2019,Fully Furnished,20,28,5,0,3,High,Double,High,"Power Backup,CCTV,Garden,Club House,Swimming Pool,Lift",East,Builder,Ready to Move
13488,Telangana,Hyderabad,Hyderabad Central,Apartment,2,1149,226.78,19737.04,1992,Semi-Furnished,12,15,32,4,3,High,Single,Medium,"Power Backup,Play Area,Swimming Pool,CCTV,Club House,Intercom",North-West,Builder,Under Construction
13489,Karnataka,Bangalore,Bangalore Suburban,Independent House,3,1158,275.12,23758.4,1997,Semi-Furnished,19,21,27,0,3,Low,Single,High,"CCTV,Intercom,Power Backup,Gym,Lift",South,Owner,Ready to Move
13490,Maharashtra,Mumbai,Mumbai Suburban,Apartment,3,1294,449.01,34699.05,2021,Semi-Furnished,21,30,3,0,4,Medium,Single,High,"Swimming Pool,Visitor Parking,Gym,Play Area,Club House,Intercom,Garden",West,Agent,Resale
13491,Uttar Pradesh,Lucknow,Lucknow Suburban,Apartment,2,803,73.46,9148.5,2011,Semi-Furnished,13,22,13,2,2,High,Single,Medium,"Play Area,Garden,Swimming Pool,Club House,Lift,Gym,CCTV",West,Builder,Resale
13492,Telangana,Hyderabad,Hyderabad Outskirts,Apartment,3,1825,243.68,13352.35,2002,Fully Furnished,20,21,22,1,4,Medium,Single,Medium,"Play Area,Garden,Lift,CCTV,Gym,Power Backup",South,Agent,Under Construction
13493,Maharashtra,Pune,Pune Rural,Apartment,2,1204,109.19,9069.28,1990,Unfurnished,1,6,34,2,1,High,Double,High,"CCTV,Power Backup",East,Builder,Ready to Move
